,mse_score,trial_id,return_period,seq_len,lr,momentum,optim_type,num_layers,hidden_size,num_fc_layers,activation_type
127,0.03464208665013085,011e8_00127,2,2,0.1,0.49910553607303665,1,1,32,3,2
71,0.03464274825952608,011e8_00071,2,2,0.01,0.17116971974479683,1,1,64,2,3
34,0.03465127395064575,011e8_00034,2,2,0.1,0.8405591092383479,1,1,16,1,2
418,0.03465327971663665,011e8_00418,2,2,0.001,0.3437631505189354,1,8,128,1,2
70,0.03465831678918234,011e8_00070,2,2,0.01,0.14651048700728211,1,1,64,2,2
234,0.034666968490738886,011e8_00234,2,2,0.001,0.39765918056559746,1,2,64,3,1
25,0.03467432224092339,011e8_00025,2,2,0.01,0.6867379112027931,1,1,64,1,2
792,0.034690715732010935,011e8_00792,2,2,0.01,0.253923475878569,2,2,128,3,1
181,0.03469992849080577,011e8_00181,2,2,0.001,0.5561296910939263,1,2,8,2,2
16,0.03470351437387641,011e8_00016,2,2,0.01,0.7733017595756768,1,1,8,1,2
280,0.03471172897544721,011e8_00280,2,2,0.001,0.2560672526311383,1,4,64,1,2
238,0.03471436372224604,011e8_00238,2,2,0.001,0.29784560755561296,1,2,128,3,2
220,0.03471493986617425,011e8_00220,2,2,0.1,0.2896573350004993,1,2,64,2,2
99,0.034722964275953436,011e8_00099,2,2,0.001,0.8706089379538111,1,1,64,3,1
1758,0.03472681026868551,011e8_01758,3,2,0.001,0.27582469276504906,2,2,16,1,1
456,0.03472901310398753,011e8_00456,2,2,0.001,0.7343260879715333,1,8,32,2,1
414,0.03474843979846309,011e8_00414,2,2,0.001,0.13170028247826293,1,8,64,1,1
1600,0.0347556796935274,011e8_01600,3,2,0.01,0.5498669877580089,1,8,64,3,2
146,0.03475725933186498,011e8_00146,2,2,0.001,0.5802779165785145,1,2,64,1,3
307,0.034788407213015425,011e8_00307,2,2,0.1,0.46725390060555283,1,4,32,1,2
188,0.034791389582573884,011e8_00188,2,2,0.001,0.7506208292464139,1,2,32,2,3
372,0.034813252716783614,011e8_00372,2,2,0.001,0.16061342935524367,1,4,128,3,1
518,0.03483008339139721,011e8_00518,2,2,0.01,0.5733964384262396,1,8,32,3,3
1777,0.03483577709028925,011e8_01777,3,2,0.01,0.5806136152456984,2,2,32,1,2
1882,0.034843551815381395,011e8_01882,3,2,0.1,0.7322768507914862,2,2,32,3,2
416,0.034849829260279803,011e8_00416,2,2,0.001,0.2751663594000604,1,8,64,1,3
368,0.03486016192719919,011e8_00368,2,2,0.001,0.5320422740441698,1,4,32,3,3
217,0.03486119395283357,011e8_00217,2,2,0.1,0.2134875694581985,1,2,32,2,2
95,0.03486873139000042,011e8_00095,2,2,0.001,0.5847234404124582,1,1,16,3,3
1834,0.03488166329397515,011e8_01834,3,2,0.1,0.4170923536113865,2,2,16,2,2
723,0.034906615453615585,011e8_00723,2,2,0.001,0.8051598015629372,2,2,16,2,1
339,0.03492225737683697,011e8_00339,2,2,0.01,0.7066075111316446,1,4,64,2,1
27,0.03493955896228852,011e8_00027,2,2,0.01,0.7150321092843746,1,1,128,1,1
246,0.034949965726256735,011e8_00246,2,2,0.01,0.16442610259184703,1,2,32,3,1
148,0.03495379273454913,011e8_00148,2,2,0.001,0.4767534162252375,1,2,128,1,2
191,0.03496424020014659,011e8_00191,2,2,0.001,0.8556422880982356,1,2,64,2,3
1812,0.03497077288668908,011e8_01812,3,2,0.001,0.8639532362474339,2,2,128,2,1
371,0.03500108614139268,011e8_00371,2,2,0.001,0.8871418851300791,1,4,64,3,3
1764,0.035003748956010335,011e8_01764,3,2,0.001,0.49774305488510906,2,2,64,1,1
1532,0.03501033416715129,011e8_01532,3,2,0.001,0.1827554305792859,1,8,8,2,3
383,0.03501162741483605,011e8_00383,2,2,0.01,0.4541210022642215,1,4,32,3,3
61,0.0350322847462601,011e8_00061,2,2,0.01,0.460600668893155,1,1,8,2,2
426,0.03505326161773296,011e8_00426,2,2,0.01,0.7899497966097773,1,8,32,1,1
334,0.03506210142763922,011e8_00334,2,2,0.01,0.13161549214726354,1,4,16,2,2
1807,0.035075867993905614,011e8_01807,3,2,0.001,0.3548482113228657,2,2,32,2,2
56,0.035076551881058494,011e8_00056,2,2,0.001,0.3104496887628401,1,1,64,2,3
144,0.03507874762815535,011e8_00144,2,2,0.001,0.4292986726282172,1,2,64,1,1
28,0.03509444603623762,011e8_00028,2,2,0.01,0.35601053665330307,1,1,128,1,2
473,0.035104333126403424,011e8_00473,2,2,0.01,0.530962023621953,1,8,32,2,3
1728,0.03510490411055254,011e8_01728,3,2,0.01,0.5256888217307429,2,1,16,3,1
23,0.03511647204787052,011e8_00023,2,2,0.01,0.2096247454466451,1,1,32,1,3
369,0.035118210410119935,011e8_00369,2,2,0.001,0.7639529642965538,1,4,64,3,1
1768,0.03512490884524675,011e8_01768,3,2,0.001,0.682767376058735,2,2,128,1,2
97,0.03513236512492197,011e8_00097,2,2,0.001,0.6044997965562007,1,1,32,3,2
1798,0.03513700007437259,011e8_01798,3,2,0.1,0.7669460463183018,2,2,128,1,2
1684,0.03515296389841003,011e8_01684,3,2,0.01,0.35314918940814255,2,1,16,2,2
676,0.035157575315071445,011e8_00676,2,2,0.001,0.7946799362177578,2,2,8,1,2
1649,0.0351758638399315,011e8_01649,3,2,0.01,0.6798292686490777,2,1,128,1,3
138,0.03518026278801746,011e8_00138,2,2,0.001,0.2521621327175301,1,2,16,1,1
377,0.035199912545632754,011e8_00377,2,2,0.01,0.101311624726754,1,4,8,3,3
521,0.035204453637327875,011e8_00521,2,2,0.01,0.852915210517982,1,8,64,3,3
139,0.03521008668452911,011e8_00139,2,2,0.001,0.23382636272240884,1,2,16,1,2
461,0.035241079373558276,011e8_00461,2,2,0.001,0.7699038088115463,1,8,64,2,3
332,0.035259968438612975,011e8_00332,2,2,0.01,0.36214377764538286,1,4,8,2,3
1658,0.035290293946766284,011e8_01658,3,2,0.1,0.7726629099974914,2,1,32,1,3
230,0.03530275919985991,011e8_00230,2,2,0.001,0.7220517556114734,1,2,16,3,3
1653,0.03530897699523278,011e8_01653,3,2,0.1,0.3737800085918386,2,1,16,1,1
142,0.0353113483916441,011e8_00142,2,2,0.001,0.6286551551029408,1,2,32,1,2
379,0.035329669287051446,011e8_00379,2,2,0.01,0.4819613734073537,1,4,16,3,2
595,0.035336609524802116,011e8_00595,2,2,0.001,0.68441993481203,2,1,64,2,2
2104,0.03533971198151609,011e8_02104,3,2,0.1,0.43320472697868095,2,8,16,2,2
296,0.035344689389693984,011e8_00296,2,2,0.01,0.3526539769135272,1,4,64,1,3
431,0.03536670510915164,011e8_00431,2,2,0.01,0.4893247567556216,1,8,64,1,3
6,0.03537449086261997,011e8_00006,2,2,0.001,0.1702646784466796,1,1,32,1,1
2017,0.03537994208692561,011e8_02017,3,2,0.1,0.7471799599549065,2,4,32,3,2
679,0.035399496707599724,011e8_00679,2,2,0.001,0.29733029709991365,2,2,16,1,2
98,0.035405108509751135,011e8_00098,2,2,0.001,0.31470082323644133,1,1,32,3,3
1799,0.035440197934603,011e8_01799,3,2,0.1,0.153093485093261,2,2,128,1,3
509,0.035440402155133284,011e8_00509,2,2,0.001,0.45119419672730154,1,8,128,3,3
1506,0.03544163472130441,011e8_01506,3,2,0.01,0.6735643669395632,1,8,32,1,1
329,0.03544391236250977,011e8_00329,2,2,0.001,0.7710858489157129,1,4,128,2,3
1731,0.03544615600308319,011e8_01731,3,2,0.01,0.3330774056221132,2,1,32,3,1
103,0.03544706070807497,011e8_00103,2,2,0.001,0.19413643371822512,1,1,128,3,2
2016,0.035448087148650276,011e8_02016,3,2,0.1,0.16489687559859637,2,4,32,3,1
506,0.03546847036199967,011e8_00506,2,2,0.001,0.10086519962528594,1,8,64,3,3
1969,0.03548417951200436,011e8_01969,3,2,0.1,0.48313525472009644,2,4,16,2,2
374,0.03548888952572127,011e8_00374,2,2,0.001,0.29200862714821324,1,4,128,3,3
1723,0.03548972539740318,011e8_01723,3,2,0.001,0.3468289011986849,2,1,128,3,2
1836,0.03550215935634844,011e8_01836,3,2,0.1,0.3844903313576594,2,2,32,2,1
453,0.035510588385433646,011e8_00453,2,2,0.001,0.4458063717980226,1,8,16,2,1
1886,0.035513923387509784,011e8_01886,3,2,0.1,0.6694985369430069,2,2,64,3,3
24,0.03553009709694148,011e8_00024,2,2,0.01,0.4190551428598627,1,1,64,1,1
186,0.035532239436831245,011e8_00186,2,2,0.001,0.6104929199638016,1,2,32,2,1
233,0.035538902125431926,011e8_00233,2,2,0.001,0.6511780608788759,1,2,32,3,3
113,0.03555026218429388,011e8_00113,2,2,0.01,0.6750169495167588,1,1,32,3,3
297,0.03556003881744444,011e8_00297,2,2,0.01,0.637332143549005,1,4,128,1,1
559,0.03556196436432099,011e8_00559,2,2,0.01,0.7770383892913414,2,1,16,1,2
63,0.035577131390392654,011e8_00063,2,2,0.01,0.776017391431481,1,1,16,2,1
3,0.0356052047313179,011e8_00003,2,2,0.001,0.5516649819927973,1,1,16,1,1
8,0.03561530982914259,011e8_00008,2,2,0.001,0.5294067213227355,1,1,32,1,3
5,0.03561854776175643,011e8_00005,2,2,0.001,0.5705418547516483,1,1,16,1,3
1964,0.03563274475285861,011e8_01964,3,2,0.01,0.12205170666343507,2,4,128,2,3
164,0.0356545623972263,011e8_00164,2,2,0.01,0.8832814377906564,1,2,128,1,3
30,0.035655650351176064,011e8_00030,2,2,0.1,0.8513344026649587,1,1,8,1,1
52,0.03565978089630201,011e8_00052,2,2,0.001,0.5817057266193876,1,1,32,2,2
1075,0.0356688870406856,011e8_01075,2,2,0.1,0.3790928440784227,2,8,64,3,2
298,0.03567370325448253,011e8_00298,2,2,0.01,0.1545353852911595,1,4,128,1,2
326,0.03567478072197291,011e8_00326,2,2,0.001,0.566207841349733,1,4,64,2,3
1655,0.03569481242468033,011e8_01655,3,2,0.1,0.5484727556828395,2,1,16,1,3
53,0.03570593668464156,011e8_00053,2,2,0.001,0.8906009585395059,1,1,32,2,3
112,0.03571979479985088,011e8_00112,2,2,0.01,0.7802902520089642,1,1,32,3,2
243,0.035722106001868315,011e8_00243,2,2,0.01,0.24634749991963992,1,2,16,3,1
321,0.03572343061890036,011e8_00321,2,2,0.001,0.3578609784575182,1,4,32,2,1
1647,0.0357254757755793,011e8_01647,3,2,0.01,0.7729657139355581,2,1,128,1,1
199,0.035754587322736175,011e8_00199,2,2,0.01,0.7679928263926452,1,2,16,2,2
1973,0.03575540376741453,011e8_01973,3,2,0.1,0.344853509932342,2,4,32,2,3
324,0.03575686300042316,011e8_00324,2,2,0.001,0.22777285020535887,1,4,64,2,1
273,0.03575738163093288,011e8_00273,2,2,0.001,0.8618144651028744,1,4,16,1,1
2152,0.03575963019258364,011e8_02152,3,2,0.1,0.771290486138322,2,8,32,3,2
1499,0.03576041340565833,011e8_01499,3,2,0.001,0.662224604675574,1,8,128,1,3
22,0.035766847532106655,011e8_00022,2,2,0.01,0.12533026964089844,1,1,32,1,2
565,0.03577291421603262,011e8_00565,2,2,0.01,0.3636917297698301,2,1,64,1,2
7,0.035777884493095345,011e8_00007,2,2,0.001,0.8973524122297077,1,1,32,1,2
203,0.03580880624150875,011e8_00203,2,2,0.01,0.2653257206355326,1,2,32,2,3
11,0.03582429096993171,011e8_00011,2,2,0.001,0.8911251916172764,1,1,64,1,3
274,0.035824729766686235,011e8_00274,2,2,0.001,0.4847246055363763,1,4,16,1,2
299,0.035837660388826374,011e8_00299,2,2,0.01,0.12598700871774887,1,4,128,1,3
1849,0.03583952502632246,011e8_01849,3,2,0.001,0.14987189905738474,2,2,16,3,2
231,0.035850838977295046,011e8_00231,2,2,0.001,0.29792887230995346,1,2,32,3,1
248,0.03586253571383175,011e8_00248,2,2,0.01,0.7280584641282327,1,2,32,3,3
1805,0.03586293123696536,011e8_01805,3,2,0.001,0.7273245307021008,2,2,16,2,3
67,0.03587014672447386,011e8_00067,2,2,0.01,0.1643509719648809,1,1,32,2,2
376,0.035875760516937374,011e8_00376,2,2,0.01,0.6437531454883099,1,4,8,3,2
100,0.0358880591112463,011e8_00100,2,2,0.001,0.3431711154277495,1,1,64,3,2
1853,0.03588825883143374,011e8_01853,3,2,0.001,0.3533062404471774,2,2,32,3,3
459,0.035890043899147045,011e8_00459,2,2,0.001,0.3202486279295551,1,8,64,2,1
1683,0.03589049468612114,011e8_01683,3,2,0.01,0.7437477245627101,2,1,16,2,1
286,0.03591763525067139,011e8_00286,2,2,0.01,0.8369447670590823,1,4,8,1,2
1662,0.035917642084128065,011e8_01662,3,2,0.1,0.19065011972940304,2,1,128,1,1
69,0.03591989849335874,011e8_00069,2,2,0.01,0.3781463946944531,1,1,64,2,1
2106,0.03592353375810287,011e8_02106,3,2,0.1,0.32130844086681176,2,8,32,2,1
281,0.0359286324730432,011e8_00281,2,2,0.001,0.4697390870437378,1,4,64,1,3
150,0.03596123547708945,011e8_00150,2,2,0.01,0.881585114770499,1,2,8,1,1
189,0.03596953886942944,011e8_00189,2,2,0.001,0.5679690209837471,1,2,64,2,1
363,0.0359736287970304,011e8_00363,2,2,0.001,0.5337682223265084,1,4,16,3,1
198,0.03597585241967274,011e8_00198,2,2,0.01,0.3122132730261645,1,2,16,2,1
240,0.035997462654057205,011e8_00240,2,2,0.01,0.15275751241103813,1,2,8,3,1
1636,0.03599830039718273,011e8_01636,3,2,0.01,0.5082330356578527,2,1,8,1,2
185,0.036002493270078886,011e8_00185,2,2,0.001,0.8689085392845429,1,2,16,2,3
279,0.03601063326267062,011e8_00279,2,2,0.001,0.3594025566980268,1,4,64,1,1
375,0.03601589481345243,011e8_00375,2,2,0.01,0.7743117575311979,1,4,8,3,1
145,0.036019923880674466,011e8_00145,2,2,0.001,0.45386009940741046,1,2,64,1,2
51,0.03602125036013439,011e8_00051,2,2,0.001,0.3934967266315058,1,1,32,2,1
457,0.036028692602537084,011e8_00457,2,2,0.001,0.8475270387224046,1,8,32,2,2
1693,0.03603415866439862,011e8_01693,3,2,0.01,0.7922975677404809,2,1,128,2,2
19,0.036050013977323575,011e8_00019,2,2,0.01,0.6604009602193,1,1,16,1,2
505,0.03605465912669356,011e8_00505,2,2,0.001,0.7397758661341549,1,8,64,3,2
1291,0.03609690227661629,011e8_01291,3,2,0.1,0.6903431776494471,1,2,8,2,2
9,0.036113648014086126,011e8_00009,2,2,0.001,0.8519849961854992,1,1,64,1,1
381,0.03614813463892554,011e8_00381,2,2,0.01,0.8173902983528528,1,4,32,3,1
429,0.036156077768255086,011e8_00429,2,2,0.01,0.8100643073499652,1,8,64,1,1
501,0.036217769518856156,011e8_00501,2,2,0.001,0.5448685626250122,1,8,32,3,1
183,0.03624007278970338,011e8_00183,2,2,0.001,0.5088853908557053,1,2,16,2,1
1610,0.03624312181700631,011e8_01610,3,2,0.1,0.8953512302158576,1,8,16,3,3
653,0.036250698628654106,011e8_00653,2,2,0.01,0.23926168504258058,2,1,32,3,3
184,0.03625458043097332,011e8_00184,2,2,0.001,0.8379748045033512,1,2,16,2,2
200,0.03625731083434065,011e8_00200,2,2,0.01,0.32004309748385906,1,2,16,2,3
471,0.03627033241410078,011e8_00471,2,2,0.01,0.5334276335979075,1,8,32,2,1
12,0.03627203628705691,011e8_00012,2,2,0.001,0.3311435200520383,1,1,128,1,1
336,0.03627783084110195,011e8_00336,2,2,0.01,0.891916865332134,1,4,32,2,1
228,0.03628560692345468,011e8_00228,2,2,0.001,0.37124539010588975,1,2,16,3,1
143,0.03628717838012938,011e8_00143,2,2,0.001,0.32288477039998753,1,2,32,1,3
1690,0.03632070858203338,011e8_01690,3,2,0.01,0.5861886261292193,2,1,64,2,2
17,0.0363236563703674,011e8_00017,2,2,0.01,0.6351815167500479,1,1,8,1,3
433,0.036348497212491775,011e8_00433,2,2,0.01,0.1829846764515912,1,8,128,1,2
270,0.03635837664978883,011e8_00270,2,2,0.001,0.6113338384663156,1,4,8,1,1
318,0.03636073645209882,011e8_00318,2,2,0.001,0.6093018042067009,1,4,16,2,1
1733,0.0363781609903908,011e8_01733,3,2,0.01,0.6525751105357097,2,1,32,3,3
190,0.036378429598948166,011e8_00190,2,2,0.001,0.6975383041021559,1,2,64,2,2
1383,0.03637961604705417,011e8_01383,3,2,0.1,0.5263991864774231,1,4,16,1,1
162,0.03639865767458216,011e8_00162,2,2,0.01,0.6740623328929318,1,2,128,1,1
409,0.03640994897015058,011e8_00409,2,2,0.001,0.28224520871127934,1,8,16,1,2
415,0.03642780891182028,011e8_00415,2,2,0.001,0.674828297473536,1,8,64,1,2
427,0.03643014091982894,011e8_00427,2,2,0.01,0.24466852642221168,1,8,32,1,2
20,0.03643764801867081,011e8_00020,2,2,0.01,0.7344070414409347,1,1,16,1,3
288,0.03644322481434069,011e8_00288,2,2,0.01,0.2821229408362618,1,4,16,1,1
366,0.03644974984167994,011e8_00366,2,2,0.001,0.43731869953917923,1,4,32,3,1
320,0.036457102610513374,011e8_00320,2,2,0.001,0.8744764465885321,1,4,16,2,3
163,0.036458544213302205,011e8_00163,2,2,0.01,0.34905550859502943,1,2,128,1,2
428,0.036475596862540476,011e8_00428,2,2,0.01,0.2117103106097929,1,8,32,1,3
68,0.036478544337279,011e8_00068,2,2,0.01,0.2774788882314404,1,1,32,2,3
287,0.03649690877256684,011e8_00287,2,2,0.01,0.28122142085086865,1,4,8,1,3
1766,0.036505227463777774,011e8_01766,3,2,0.001,0.48642818556686085,2,2,64,1,3
454,0.03650607458765695,011e8_00454,2,2,0.001,0.8455002629462097,1,8,16,2,2
58,0.036511228297447774,011e8_00058,2,2,0.001,0.8985299755161384,1,1,128,2,2
1704,0.03652068437341992,011e8_01704,3,2,0.1,0.8121750490500481,2,1,64,2,1
151,0.03654756444891802,011e8_00151,2,2,0.01,0.4655452972511356,1,2,8,1,2
410,0.03655123926421658,011e8_00410,2,2,0.001,0.48049852195311415,1,8,16,1,3
503,0.03655601723734403,011e8_00503,2,2,0.001,0.8492040058064332,1,8,32,3,3
1762,0.03657565192366459,011e8_01762,3,2,0.001,0.13410010046942952,2,2,32,1,2
1336,0.036611096308463306,011e8_01336,3,2,0.1,0.19115435116212096,1,2,8,3,2
1608,0.03663494969671259,011e8_01608,3,2,0.1,0.74105070890237,1,8,16,3,1
110,0.03666089223219029,011e8_00110,2,2,0.01,0.5675514851988156,1,1,16,3,3
1563,0.03666386882471329,011e8_01563,3,2,0.1,0.7304635002530172,1,8,16,2,1
55,0.03667076245405826,011e8_00055,2,2,0.001,0.8218213399029559,1,1,64,2,2
378,0.03668019908462929,011e8_00378,2,2,0.01,0.7578377211699596,1,4,16,3,1
413,0.036693711780298975,011e8_00413,2,2,0.001,0.35698042207476566,1,8,32,1,3
295,0.03670562077547576,011e8_00295,2,2,0.01,0.7068616228437469,1,4,64,1,2
322,0.03670703619291094,011e8_00322,2,2,0.001,0.7184090240936499,1,4,32,2,2
275,0.03670989341604654,011e8_00275,2,2,0.001,0.294935278318877,1,4,16,1,3
13,0.03672166816946616,011e8_00013,2,2,0.001,0.5229837833031599,1,1,128,1,2
1080,0.036734961381245636,011e8_01080,3,2,0.001,0.45029993712805394,1,1,8,1,1
338,0.03676955496988646,011e8_00338,2,2,0.01,0.38209501590721984,1,4,32,2,3
1664,0.036803270618069026,011e8_01664,3,2,0.1,0.32919365114314914,2,1,128,1,3
277,0.03681054925568161,011e8_00277,2,2,0.001,0.708053363444113,1,4,32,1,2
367,0.03681505287918852,011e8_00367,2,2,0.001,0.40675192256602255,1,4,32,3,2
1380,0.03682567370105614,011e8_01380,3,2,0.1,0.4549691187053362,1,4,8,1,1
323,0.03682719541866229,011e8_00323,2,2,0.001,0.7041779993751497,1,4,32,2,3
458,0.03684048508574527,011e8_00458,2,2,0.001,0.3989546525541854,1,8,32,2,3
1427,0.03685754616747265,011e8_01427,3,2,0.1,0.43306508912364794,1,4,8,2,3
244,0.036859062114549215,011e8_00244,2,2,0.01,0.4124345153248018,1,2,16,3,2
1680,0.036864499237200504,011e8_01680,3,2,0.01,0.1160081934699246,2,1,8,2,1
776,0.036885617183577406,011e8_00776,2,2,0.001,0.1209823931962145,2,2,64,3,3
1971,0.036898627495298215,011e8_01971,3,2,0.1,0.6648993836134371,2,4,32,2,1
333,0.03691053675961029,011e8_00333,2,2,0.01,0.7554365772209979,1,4,16,2,1
1800,0.03693438029100155,011e8_01800,3,2,0.001,0.41724724862537266,2,2,8,2,1
1635,0.03694387714603049,011e8_01635,3,2,0.01,0.219182702990451,2,1,8,1,1
1761,0.03694847238565797,011e8_01761,3,2,0.001,0.4035411842980262,2,2,32,1,1
355,0.03695353937099497,011e8_00355,2,2,0.1,0.5301950853540222,1,4,64,2,2
1082,0.036956048966374895,011e8_01082,3,2,0.001,0.6974356651650002,1,1,8,1,3
21,0.03696127458290173,011e8_00021,2,2,0.01,0.29500375809945045,1,1,32,1,1
14,0.03696181971247514,011e8_00014,2,2,0.001,0.8754707433888507,1,1,128,1,3
335,0.03696579824589943,011e8_00335,2,2,0.01,0.3783973648100233,1,4,16,2,3
1127,0.03696773524976658,011e8_01127,3,2,0.001,0.466609080591759,1,1,8,2,3
10,0.0369897735876552,011e8_00010,2,2,0.001,0.23081712216124234,1,1,64,1,2
1332,0.03699279455463533,011e8_01332,3,2,0.01,0.3748170425843037,1,2,128,3,1
1710,0.037018023774979744,011e8_01710,3,2,0.001,0.2944117780201939,2,1,8,3,1
247,0.03702433446599029,011e8_00247,2,2,0.01,0.7140593685915204,1,2,32,3,2
1397,0.03702527404972283,011e8_01397,3,2,0.001,0.4817960026746041,1,4,8,2,3
196,0.03704550409292614,011e8_00196,2,2,0.01,0.8378712869478678,1,2,8,2,2
1247,0.03704642283307308,011e8_01247,3,2,0.1,0.37307946388788926,1,2,8,1,3
1660,0.037050431155983055,011e8_01660,3,2,0.1,0.591406562969405,2,1,64,1,2
1062,0.03706419052500705,011e8_01062,2,2,0.01,0.7418154117802132,2,8,128,3,1
1760,0.03706432064364243,011e8_01760,3,2,0.001,0.7879415330035286,2,2,16,1,3
1362,0.03711633619884595,011e8_01362,3,2,0.001,0.18023096950136708,1,4,128,1,1
1487,0.037122376067095085,011e8_01487,3,2,0.001,0.6014067253879252,1,8,8,1,3
1425,0.0371283003583758,011e8_01425,3,2,0.1,0.13106614750876533,1,4,8,2,1
1171,0.037131405714001066,011e8_01171,3,2,0.001,0.3218244942915939,1,1,8,3,2
1424,0.0371429054318852,011e8_01424,3,2,0.01,0.3984029969327244,1,4,128,2,3
1562,0.0371709669125395,011e8_01562,3,2,0.1,0.30159583616414576,1,8,8,2,3
1290,0.03717380884981308,011e8_01290,3,2,0.1,0.6256805780220158,1,2,8,2,1
380,0.03717381364378938,011e8_00380,2,2,0.01,0.6469605549890192,1,4,16,3,3
278,0.037191568928158274,011e8_00278,2,2,0.001,0.6885914234007994,1,4,32,1,3
235,0.03719956874316282,011e8_00235,2,2,0.001,0.140278719073714,1,2,64,3,2
54,0.03721171641733638,011e8_00054,2,2,0.001,0.3326748701298614,1,1,64,2,1
1467,0.03721657445571942,011e8_01467,3,2,0.01,0.7968748865414171,1,4,128,3,1
115,0.03721673700816412,011e8_00115,2,2,0.01,0.4368283123681479,1,1,64,3,2
1656,0.03721750517275191,011e8_01656,3,2,0.1,0.49726283283303574,2,1,32,1,1
1802,0.037217690031922795,011e8_01802,3,2,0.001,0.7229801000973386,2,2,8,2,3
1486,0.03722817855581809,011e8_01486,3,2,0.001,0.5931488317751689,1,8,8,1,2
141,0.037246380037467816,011e8_00141,2,2,0.001,0.19740443500798532,1,2,32,1,1
1688,0.03725310615392329,011e8_01688,3,2,0.01,0.6931569669632185,2,1,32,2,3
232,0.03725620459171964,011e8_00232,2,2,0.001,0.8451288071428315,1,2,32,3,2
285,0.03726404335787445,011e8_00285,2,2,0.01,0.529107017928212,1,4,8,1,1
1426,0.03727723907658056,011e8_01426,3,2,0.1,0.6444278610273279,1,4,8,2,2
49,0.037282453390463995,011e8_00049,2,2,0.001,0.7565204121109709,1,1,16,2,2
1126,0.037282758246046106,011e8_01126,3,2,0.001,0.19520364595951112,1,1,8,2,2
1565,0.03729253175575344,011e8_01565,3,2,0.1,0.14956364881392342,1,8,16,2,3
1544,0.0372992575202931,011e8_01544,3,2,0.001,0.18654992138628534,1,8,128,2,3
153,0.037317843412911125,011e8_00153,2,2,0.01,0.4167340627950441,1,2,16,1,1
1384,0.03732002681565676,011e8_01384,3,2,0.1,0.2976652875073187,1,4,16,1,2
64,0.03732388869055222,011e8_00064,2,2,0.01,0.7138657855552591,1,1,16,2,2
1498,0.03734332128385781,011e8_01498,3,2,0.001,0.7890266145375489,1,8,128,1,2
1364,0.03734739026987152,011e8_01364,3,2,0.001,0.6060324883530115,1,4,128,1,3
1549,0.03734827339645417,011e8_01549,3,2,0.01,0.4934759864881403,1,8,16,2,2
555,0.03735745369772744,011e8_00555,2,2,0.01,0.6039888502945755,2,1,8,1,1
1334,0.03736016269157622,011e8_01334,3,2,0.01,0.32290654592662343,1,2,128,3,3
229,0.0373725543930294,011e8_00229,2,2,0.001,0.11929019646347082,1,2,16,3,2
1669,0.037382204501088645,011e8_01669,3,2,0.001,0.6112360948593196,2,1,16,2,2
654,0.03738545540233665,011e8_00654,2,2,0.01,0.3945791575691623,2,1,64,3,1
1382,0.03738772068942847,011e8_01382,3,2,0.1,0.3396803183658408,1,4,8,1,3
195,0.03738996235550068,011e8_00195,2,2,0.01,0.4637941608872599,1,2,8,2,1
1306,0.037404952672304675,011e8_01306,3,2,0.001,0.6547098573614863,1,2,8,3,2
1363,0.037411748362900954,011e8_01363,3,2,0.001,0.5167020545654714,1,4,128,1,2
1933,0.03742603061647107,011e8_01933,3,2,0.1,0.6927491858721828,2,4,128,1,2
108,0.03742748104002324,011e8_00108,2,2,0.01,0.21339062297673328,1,1,16,3,1
412,0.03745148712328753,011e8_00412,2,2,0.001,0.8485601905441901,1,8,32,1,2
1480,0.037453050085613795,011e8_01480,3,2,0.1,0.6136052859051204,1,4,64,3,2
1432,0.037458757678833325,011e8_01432,3,2,0.1,0.18659350528655994,1,4,32,2,2
1472,0.03748339786343318,011e8_01472,3,2,0.1,0.2472545645320457,1,4,8,3,3
241,0.037484545844693844,011e8_00241,2,2,0.01,0.7882655681479834,1,2,8,3,2
777,0.03748765965643202,011e8_00777,2,2,0.001,0.3443363834334391,2,2,128,3,1
161,0.03748870115658491,011e8_00161,2,2,0.01,0.32174182718111466,1,2,64,1,3
75,0.03752028772007063,011e8_00075,2,2,0.1,0.7304280726911501,1,1,8,2,1
1708,0.037526674935379645,011e8_01708,3,2,0.1,0.3158861404930996,2,1,128,2,2
154,0.03753983018203146,011e8_00154,2,2,0.01,0.8019021012662584,1,2,16,1,2
1632,0.03754180225731797,011e8_01632,3,2,0.001,0.876553888389401,2,1,128,1,1
1430,0.037541994482454474,011e8_01430,3,2,0.1,0.32397800727500525,1,4,16,2,3
33,0.037552996209183766,011e8_00033,2,2,0.1,0.11159988255451392,1,1,16,1,1
1857,0.037569063447398035,011e8_01857,3,2,0.001,0.25704957553480157,2,2,128,3,1
1485,0.03757884562055591,011e8_01485,3,2,0.001,0.6051666385368981,1,8,8,1,1
155,0.03758187298884741,011e8_00155,2,2,0.01,0.20893820291105714,1,2,16,1,3
18,0.037593748569237175,011e8_00018,2,2,0.01,0.5828047714527685,1,1,16,1,1
1202,0.03763165481040746,011e8_01202,3,2,0.1,0.40847017397138785,1,1,8,3,3
1560,0.03763371882429751,011e8_01560,3,2,0.1,0.5501867484707702,1,8,8,2,1
202,0.03767484413056343,011e8_00202,2,2,0.01,0.3318922507143965,1,2,32,2,2
1512,0.03768744677060198,011e8_01512,3,2,0.01,0.804038522829256,1,8,128,1,1
1837,0.03769824793936318,011e8_01837,3,2,0.1,0.7342373917265442,2,2,32,2,2
