,mse_score,trial_id,return_period,seq_len,lr,momentum,optim_type,num_layers,hidden_size,num_fc_layers,activation_type
1734,0.04047570939067454,011e8_01734,3,2,0.01,0.3622224034351055,2,1,64,3,1
1375,0.040481604415321594,011e8_01375,3,2,0.01,0.5193440676378083,1,4,64,1,2
1352,0.040500811440860894,011e8_01352,3,2,0.001,0.682164994988782,1,4,8,1,3
550,0.04050629665969879,011e8_00550,2,2,0.001,0.859763059973465,2,1,64,1,2
1398,0.04051124502973782,011e8_01398,3,2,0.001,0.5802338915857177,1,4,16,2,1
726,0.0405222915404126,011e8_00726,2,2,0.001,0.15693457936258526,2,2,32,2,1
1538,0.04054765324645287,011e8_01538,3,2,0.001,0.7812692883142457,1,8,32,2,3
1095,0.04055764002877069,011e8_01095,3,2,0.01,0.6434563979868646,1,1,8,1,1
560,0.040566548961622755,011e8_00560,2,2,0.01,0.485348532334519,2,1,16,1,3
1091,0.04057078864054591,011e8_01091,3,2,0.001,0.4798321122897985,1,1,64,1,3
1274,0.040579961066541714,011e8_01274,3,2,0.001,0.2885317136723503,1,2,128,2,3
1275,0.04059787899251002,011e8_01275,3,2,0.01,0.2358222152314,1,2,8,2,1
553,0.04060116017219281,011e8_00553,2,2,0.001,0.5457828772636898,2,1,128,1,2
1148,0.040608783121917444,011e8_01148,3,2,0.01,0.2691949539273726,1,1,32,2,3
1277,0.04061524577676521,011e8_01277,3,2,0.01,0.8251520780844702,1,2,8,2,3
1353,0.04062426596709323,011e8_01353,3,2,0.001,0.27491224276581083,1,4,16,1,1
1446,0.04062619538157055,011e8_01446,3,2,0.001,0.7309109424383717,1,4,32,3,1
1326,0.040634907485464125,011e8_01326,3,2,0.01,0.6192341359786773,1,2,32,3,1
1168,0.0406363906052063,011e8_01168,3,2,0.1,0.4613774430514589,1,1,128,2,2
1175,0.04067681379157807,011e8_01175,3,2,0.001,0.7759610381840257,1,1,16,3,3
1581,0.04069520639508611,011e8_01581,3,2,0.001,0.6877032012274205,1,8,32,3,1
1511,0.04070944502724944,011e8_01511,3,2,0.01,0.8758385194479312,1,8,64,1,3
1103,0.04071078387705065,011e8_01103,3,2,0.01,0.5345554703750252,1,1,32,1,3
1428,0.04075410754811157,011e8_01428,3,2,0.1,0.3145819328024594,1,4,16,2,1
1092,0.04075543513956674,011e8_01092,3,2,0.001,0.8187820747964731,1,1,128,1,1
1279,0.040756774526826335,011e8_01279,3,2,0.01,0.43866806418457294,1,2,16,2,2
1578,0.04077356979442918,011e8_01578,3,2,0.001,0.42859170424503623,1,8,16,3,1
1150,0.040785431906353364,011e8_01150,3,2,0.01,0.5427681715976577,1,1,64,2,2
1403,0.04080582143840563,011e8_01403,3,2,0.001,0.5102158842732891,1,4,32,2,3
1585,0.04081126935902621,011e8_01585,3,2,0.001,0.20875231077653336,1,8,64,3,2
208,0.040813251064514194,011e8_00208,2,2,0.01,0.7861397964030093,1,2,128,2,2
1129,0.04081384923140971,011e8_01129,3,2,0.001,0.3221948716194655,1,1,16,2,2
358,0.040820966135282515,011e8_00358,2,2,0.1,0.24835387585710997,1,4,128,2,2
895,0.0408326385576652,011e8_00895,2,2,0.1,0.27332137510931775,2,4,64,2,2
1193,0.04084180212555435,011e8_01193,3,2,0.01,0.22451914405340495,1,1,32,3,3
1355,0.040861681844513595,011e8_01355,3,2,0.001,0.5410727163139301,1,4,16,1,3
1411,0.04087072111270979,011e8_01411,3,2,0.01,0.4609852982226069,1,4,8,2,2
1809,0.04087658827557064,011e8_01809,3,2,0.001,0.4462322602592228,2,2,64,2,1
1597,0.0408793013201044,011e8_01597,3,2,0.01,0.15922596818451257,1,8,32,3,2
1318,0.04088723190954288,011e8_01318,3,2,0.001,0.3329495669736108,1,2,128,3,2
1309,0.04090291573602311,011e8_01309,3,2,0.001,0.6729500710379648,1,2,16,3,2
1672,0.04090761751469479,011e8_01672,3,2,0.001,0.7431673850946339,2,1,32,2,2
1089,0.04092271280559332,011e8_01089,3,2,0.001,0.3816401387053968,1,1,64,1,1
1310,0.040931312465913916,011e8_01310,3,2,0.001,0.48137226650710185,1,2,16,3,3
1105,0.04095869566031059,011e8_01105,3,2,0.01,0.3540553523878742,1,1,64,1,2
1136,0.040977502111148555,011e8_01136,3,2,0.001,0.3188357003457104,1,1,64,2,3
1507,0.0409785144654771,011e8_01507,3,2,0.01,0.7819055334251414,1,8,32,1,2
1448,0.04101945326800258,011e8_01448,3,2,0.001,0.4018617248791766,1,4,32,3,3
1184,0.04102706459165006,011e8_01184,3,2,0.001,0.12375946585676695,1,1,128,3,3
1634,0.041033356524937115,011e8_01634,3,2,0.001,0.8838847615240734,2,1,128,1,3
1265,0.041033882002174525,011e8_01265,3,2,0.001,0.860060434916328,1,2,16,2,3
1492,0.04104105256636057,011e8_01492,3,2,0.001,0.5107698991883085,1,8,32,1,2
1415,0.04104476590873208,011e8_01415,3,2,0.01,0.7959672789434541,1,4,16,2,3
1250,0.04104938271779775,011e8_01250,3,2,0.1,0.34483456254164335,1,2,16,1,3
1702,0.04105616837748273,011e8_01702,3,2,0.1,0.8700648635508007,2,1,32,2,2
1244,0.04106058904080809,011e8_01244,3,2,0.01,0.7042104271517332,1,2,128,1,3
2021,0.04106291121306618,011e8_02021,3,2,0.1,0.36227989870991173,2,4,64,3,3
540,0.041108517589738144,011e8_00540,2,2,0.001,0.8927611462953414,2,1,8,1,1
1358,0.04112491079649584,011e8_01358,3,2,0.001,0.6115530655418119,1,4,32,1,3
1266,0.04114809322486824,011e8_01266,3,2,0.001,0.8265492819951258,1,2,32,2,1
593,0.04117765799644096,011e8_00593,2,2,0.001,0.8977494112905321,2,1,32,2,3
1192,0.041191090707432945,011e8_01192,3,2,0.01,0.4307059534500518,1,1,32,3,2
1315,0.04120154619655491,011e8_01315,3,2,0.001,0.8074418825725025,1,2,64,3,2
1399,0.04122279911647156,011e8_01399,3,2,0.001,0.1782112098635209,1,4,16,2,2
1264,0.04124898576784117,011e8_01264,3,2,0.001,0.6841531817243921,1,2,16,2,2
1400,0.04125300665690906,011e8_01400,3,2,0.001,0.7035135184081562,1,4,16,2,3
1297,0.041254609143739095,011e8_01297,3,2,0.1,0.44732684261965716,1,2,32,2,2
1199,0.04128039463837751,011e8_01199,3,2,0.01,0.7901217660006401,1,1,128,3,3
1086,0.041303297968616336,011e8_01086,3,2,0.001,0.5823339012277816,1,1,32,1,1
1533,0.0413102825511065,011e8_01533,3,2,0.001,0.2943124246840755,1,8,16,2,1
1078,0.041311437419798966,011e8_01078,2,2,0.1,0.3907126252557226,2,8,128,3,2
1374,0.04136173220935701,011e8_01374,3,2,0.01,0.7072391809053934,1,4,64,1,1
193,0.041373253852756274,011e8_00193,2,2,0.001,0.5713047005476095,1,2,128,2,2
1243,0.04138189166045619,011e8_01243,3,2,0.01,0.5203031372490415,1,2,128,1,2
1085,0.04139594226127565,011e8_01085,3,2,0.001,0.10740085882992921,1,1,16,1,3
1112,0.04140962060707979,011e8_01112,3,2,0.1,0.36025414059373806,1,1,8,1,3
656,0.04141027867464081,011e8_00656,2,2,0.01,0.4593454917307328,2,1,64,3,3
1276,0.041427990439761975,011e8_01276,3,2,0.01,0.665749643623457,1,2,8,2,2
1223,0.041434571445854204,011e8_01223,3,2,0.001,0.646301111238729,1,2,32,1,3
530,0.0414588862668229,011e8_00530,2,2,0.1,0.31465091216744434,1,8,16,3,3
1637,0.041477209875355366,011e8_01637,3,2,0.01,0.15884607126294947,2,1,8,1,3
1445,0.04149245933458477,011e8_01445,3,2,0.001,0.524748456214008,1,4,16,3,3
1242,0.04152893717880449,011e8_01242,3,2,0.01,0.7357187309043143,1,2,128,1,1
1490,0.04154687464404515,011e8_01490,3,2,0.001,0.36195737402193884,1,8,16,1,3
1096,0.04157041620161276,011e8_01096,3,2,0.01,0.7330423670719162,1,1,8,1,2
1551,0.04159856331727669,011e8_01551,3,2,0.01,0.5007934294811508,1,8,32,2,1
2156,0.04164463456057008,011e8_02156,3,2,0.1,0.4267903485075064,2,8,64,3,3
1491,0.041656447632460875,011e8_01491,3,2,0.001,0.20970008929753164,1,8,32,1,1
1138,0.04167964957638099,011e8_01138,3,2,0.001,0.5926139864277026,1,1,128,2,2
1139,0.04169607652348893,011e8_01139,3,2,0.001,0.3775726570245027,1,1,128,2,3
1325,0.04170546685734341,011e8_01325,3,2,0.01,0.6051028434956013,1,2,16,3,3
1098,0.04170637484356685,011e8_01098,3,2,0.01,0.2948174800327523,1,1,16,1,1
1231,0.04170913634920887,011e8_01231,3,2,0.01,0.4220287053016428,1,2,8,1,2
1356,0.04172098238452075,011e8_01356,3,2,0.001,0.5814860182338847,1,4,32,1,1
1280,0.04175117148194148,011e8_01280,3,2,0.01,0.4461530748326896,1,2,16,2,3
1972,0.0417530818544701,011e8_01972,3,2,0.1,0.34068464328625303,2,4,32,2,2
1157,0.04175620988668474,011e8_01157,3,2,0.1,0.6717806029809117,1,1,8,2,3
609,0.0417758099943849,011e8_00609,2,2,0.01,0.19641317876206346,2,1,64,2,1
1232,0.04181391008554183,011e8_01232,3,2,0.01,0.6261562055874536,1,2,8,1,3
1183,0.04182021152675392,011e8_01183,3,2,0.001,0.1292177403125564,1,1,128,3,2
1489,0.041825631675040345,011e8_01489,3,2,0.001,0.2506914007687264,1,8,16,1,2
1508,0.04184133716982573,011e8_01508,3,2,0.01,0.5663394704321517,1,8,32,1,3
1296,0.04184832289904429,011e8_01296,3,2,0.1,0.6344113454169379,1,2,32,2,1
1475,0.041853670034797064,011e8_01475,3,2,0.1,0.6265694589251248,1,4,16,3,3
1320,0.04185681023211975,011e8_01320,3,2,0.01,0.22383788021820816,1,2,8,3,1
1350,0.041865674263495585,011e8_01350,3,2,0.001,0.40146076382634266,1,4,8,1,1
1401,0.041870404680095195,011e8_01401,3,2,0.001,0.42911194103578143,1,4,32,2,1
1224,0.04187342316821954,011e8_01224,3,2,0.001,0.1522400493985443,1,2,64,1,1
216,0.04190038969102959,011e8_00216,2,2,0.1,0.5216225395535362,1,2,32,2,1
1090,0.04190743832361146,011e8_01090,3,2,0.001,0.1729544563153872,1,1,64,1,2
446,0.04192812034516405,011e8_00446,2,2,0.1,0.2408352229233584,1,8,64,1,3
1570,0.04193012234911734,011e8_01570,3,2,0.1,0.6541599492396336,1,8,64,2,2
1580,0.04196881314237523,011e8_01580,3,2,0.001,0.3999288257049255,1,8,16,3,3
2155,0.04196931650049309,011e8_02155,3,2,0.1,0.12072892403595806,2,8,64,3,2
1093,0.04197669110957427,011e8_01093,3,2,0.001,0.40695443930109965,1,1,128,1,2
1190,0.041999149258100214,011e8_01190,3,2,0.01,0.17568562651769615,1,1,16,3,3
1267,0.04200686430270553,011e8_01267,3,2,0.001,0.8790284271770047,1,2,32,2,2
1716,0.04201023634225629,011e8_01716,3,2,0.001,0.7783262308199904,2,1,32,3,1
1536,0.04201905119226644,011e8_01536,3,2,0.001,0.26552163276866114,1,8,32,2,1
1207,0.04203091560229575,011e8_01207,3,2,0.1,0.10479458526990992,1,1,32,3,2
1750,0.04203577373957198,011e8_01750,3,2,0.1,0.12114706078968585,2,1,64,3,2
1220,0.042064332136019233,011e8_01220,3,2,0.001,0.8546031840343947,1,2,16,1,3
1535,0.04206514499699873,011e8_01535,3,2,0.001,0.4173982065934011,1,8,16,2,3
491,0.04209862534865105,011e8_00491,2,2,0.1,0.7542924324306032,1,8,64,2,3
1413,0.04212010166124829,011e8_01413,3,2,0.01,0.18138890975219404,1,4,16,2,1
1459,0.04214534580011424,011e8_01459,3,2,0.01,0.13742863072300537,1,4,16,3,2
1278,0.04217197113818522,011e8_01278,3,2,0.01,0.5818233122663077,1,2,16,2,1
396,0.042180800379668024,011e8_00396,2,2,0.1,0.3160576872920786,1,4,32,3,1
1694,0.04221249259833561,011e8_01694,3,2,0.01,0.40530899631663897,2,1,128,2,3
1444,0.04222193201627285,011e8_01444,3,2,0.001,0.8588032201621031,1,4,16,3,2
1583,0.04223004586775708,011e8_01583,3,2,0.001,0.4119815998937265,1,8,32,3,3
1686,0.04227237705988933,011e8_01686,3,2,0.01,0.48427493303350977,2,1,32,2,1
1135,0.04227819446166866,011e8_01135,3,2,0.001,0.3415618009167372,1,1,64,2,2
1537,0.04231246314432846,011e8_01537,3,2,0.001,0.8412457157111977,1,8,32,2,2
1140,0.04232607267257522,011e8_01140,3,2,0.01,0.8525691143566664,1,1,8,2,1
1366,0.04237178838426991,011e8_01366,3,2,0.01,0.7415052625212788,1,4,8,1,2
1097,0.04237536916705757,011e8_01097,3,2,0.01,0.4339658415708988,1,1,8,1,3
554,0.04238891704741016,011e8_00554,2,2,0.001,0.2741852531855325,2,1,128,1,3
1235,0.04243866817026673,011e8_01235,3,2,0.01,0.7573951413799095,1,2,16,1,3
1370,0.04247398160164521,011e8_01370,3,2,0.01,0.6866925538219462,1,4,16,1,3
1373,0.04247409369319287,011e8_01373,3,2,0.01,0.4792953830184351,1,4,32,1,3
463,0.04254172688696322,011e8_00463,2,2,0.001,0.3263274423421083,1,8,128,2,2
1101,0.04255471649670864,011e8_01101,3,2,0.01,0.4401756753448214,1,1,32,1,1
1455,0.042560804105801556,011e8_01455,3,2,0.01,0.5664685108622906,1,4,8,3,1
1558,0.04258992443152782,011e8_01558,3,2,0.01,0.7006076731447365,1,8,128,2,2
119,0.042596619170899276,011e8_00119,2,2,0.01,0.5637526006461323,1,1,128,3,3
1270,0.04260012348677433,011e8_01270,3,2,0.001,0.6814321914584289,1,2,64,2,2
1219,0.042604898404241025,011e8_01219,3,2,0.001,0.4603629850607398,1,2,16,1,2
388,0.04261293991630421,011e8_00388,2,2,0.01,0.40961170790463075,1,4,128,3,2
1322,0.042626491968294045,011e8_01322,3,2,0.01,0.7083114580194732,1,2,8,3,3
1241,0.042689980147438585,011e8_01241,3,2,0.01,0.42537430056652614,1,2,64,1,3
673,0.04273270630064804,011e8_00673,2,2,0.1,0.45017522275596533,2,1,128,3,2
1323,0.0427330467076848,011e8_01323,3,2,0.01,0.298276768387164,1,2,16,3,1
1524,0.042737528433715255,011e8_01524,3,2,0.1,0.6826117888219576,1,8,64,1,1
1145,0.042777708861894165,011e8_01145,3,2,0.01,0.10404780462002457,1,1,16,2,3
1689,0.04280272039713171,011e8_01689,3,2,0.01,0.12638064623707035,2,1,64,2,1
2111,0.04281104864057471,011e8_02111,3,2,0.1,0.2547402247566313,2,8,64,2,3
250,0.04285172679773076,011e8_00250,2,2,0.01,0.5397483367163857,1,2,64,3,2
1144,0.042855571517331326,011e8_01144,3,2,0.01,0.45419446662438046,1,1,16,2,2
2107,0.04287072830941492,011e8_02107,3,2,0.1,0.6877776894227763,2,8,32,2,2
1115,0.04290210972908361,011e8_01115,3,2,0.1,0.15015752705534277,1,1,16,1,3
561,0.042914929279891344,011e8_00561,2,2,0.01,0.25065932690882714,2,1,32,1,1
1137,0.04301308457341455,011e8_01137,3,2,0.001,0.3510873708998895,1,1,128,2,1
1457,0.043051892595078724,011e8_01457,3,2,0.01,0.6352628236267817,1,4,8,3,3
1030,0.043067525450728845,011e8_01030,2,2,0.1,0.6717118215438221,2,8,64,2,2
1182,0.04315869671920857,011e8_01182,3,2,0.001,0.6574689782184324,1,1,128,3,1
1493,0.04315991970117055,011e8_01493,3,2,0.001,0.20399330882387412,1,8,32,1,3
1552,0.04317305615817723,011e8_01552,3,2,0.01,0.2176145411391829,1,8,32,2,2
1620,0.04327131909134912,011e8_01620,3,2,0.001,0.5860768340439371,2,1,8,1,1
1372,0.043275043711802276,011e8_01372,3,2,0.01,0.8744872273830799,1,4,32,1,2
1239,0.04328978229601615,011e8_01239,3,2,0.01,0.5760478567369481,1,2,64,1,1
1412,0.04329397336123409,011e8_01412,3,2,0.01,0.15034177753947625,1,4,8,2,3
1641,0.04330898683313172,011e8_01641,3,2,0.01,0.7336230786274501,2,1,32,1,1
1142,0.0433343478823692,011e8_01142,3,2,0.01,0.544173553953269,1,1,8,2,3
1234,0.04336856919299318,011e8_01234,3,2,0.01,0.1550308538093125,1,2,16,1,2
1414,0.04344242058295253,011e8_01414,3,2,0.01,0.8656322117849357,1,4,16,2,2
1324,0.043487837929865034,011e8_01324,3,2,0.01,0.39512157672118553,1,2,16,3,2
1230,0.04350044786769089,011e8_01230,3,2,0.01,0.5782177902900872,1,2,8,1,1
552,0.04353060467725389,011e8_00552,2,2,0.001,0.43352792171151333,2,1,128,1,1
1368,0.04360774256403106,011e8_01368,3,2,0.01,0.5422580121243309,1,4,16,1,1
1712,0.04366676342713615,011e8_01712,3,2,0.001,0.26537927503717307,2,1,8,3,3
1233,0.04369369305422005,011e8_01233,3,2,0.01,0.13256270993065905,1,2,16,1,1
1330,0.043722315259991595,011e8_01330,3,2,0.01,0.8661590720643572,1,2,64,3,2
1254,0.0437934698448177,011e8_01254,3,2,0.1,0.6101344578576878,1,2,64,1,1
490,0.043796811299546094,011e8_00490,2,2,0.1,0.3140760162841897,1,8,64,2,2
1388,0.043847532722514855,011e8_01388,3,2,0.1,0.6093661051502045,1,4,32,1,3
1357,0.04388374216461297,011e8_01357,3,2,0.001,0.7020991192276627,1,4,32,1,2
2190,0.04388437402953987,011e8_02190,5,2,0.1,0.7797550100285683,1,1,8,1,1
1465,0.04388623448270819,011e8_01465,3,2,0.01,0.44176850427128833,1,4,64,3,2
1240,0.04390106183285361,011e8_01240,3,2,0.01,0.7235177988754188,1,2,64,1,2
1453,0.04390277399232629,011e8_01453,3,2,0.001,0.49073865052663157,1,4,128,3,2
612,0.043915245652540805,011e8_00612,2,2,0.01,0.12168034516166433,2,1,128,2,1
1885,0.0439157664523021,011e8_01885,3,2,0.1,0.47886576015939974,2,2,64,3,2
1321,0.04391690702958264,011e8_01321,3,2,0.01,0.6876335501804678,1,2,8,3,2
1195,0.043926260302780844,011e8_01195,3,2,0.01,0.8001426001138818,1,1,64,3,2
118,0.04408479660731727,011e8_00118,2,2,0.01,0.12693609268680275,1,1,128,3,2
528,0.04409173618804251,011e8_00528,2,2,0.1,0.1055983181646453,1,8,16,3,1
1238,0.04411019428417433,011e8_01238,3,2,0.01,0.5306754119718197,1,2,32,1,3
1371,0.04412455135710284,011e8_01371,3,2,0.01,0.5481262828687644,1,4,32,1,1
1540,0.044131385607053986,011e8_01540,3,2,0.001,0.7075899671441748,1,8,64,2,2
1488,0.044171812335661045,011e8_01488,3,2,0.001,0.8978991218569599,1,8,16,1,1
1100,0.04418136481373118,011e8_01100,3,2,0.01,0.39538482639690564,1,1,16,1,3
1460,0.04420107322790798,011e8_01460,3,2,0.01,0.23228737229101049,1,4,16,3,3
1237,0.044240135834912625,011e8_01237,3,2,0.01,0.8212632851266923,1,2,32,1,2
1405,0.0442524714988799,011e8_01405,3,2,0.001,0.36242802368716964,1,4,64,2,2
2193,0.044254573734498655,011e8_02193,5,2,0.1,0.5630417780565768,1,1,16,1,1
1588,0.04428375189365483,011e8_01588,3,2,0.001,0.6192466057443404,1,8,128,3,2
1420,0.04430867573524416,011e8_01420,3,2,0.01,0.8909896443915684,1,4,64,2,2
398,0.04439975881564959,011e8_00398,2,2,0.1,0.36441736473662156,1,4,32,3,3
1282,0.044451770323881694,011e8_01282,3,2,0.01,0.6850310110010678,1,2,32,2,2
126,0.04445868401964659,011e8_00126,2,2,0.1,0.7275284862015565,1,1,32,3,1
2282,0.04446811727277165,011e8_02282,5,2,0.1,0.38049106743280114,1,1,8,3,3
2290,0.04452267508291662,011e8_02290,5,2,0.1,0.7123906946681849,1,1,64,3,2
1442,0.04455325948716285,011e8_01442,3,2,0.001,0.8763501411400383,1,4,8,3,3
444,0.04455735319178141,011e8_00444,2,2,0.1,0.15055349846695742,1,8,64,1,1
1806,0.0445745049501436,011e8_01806,3,2,0.001,0.2079269376899874,2,2,32,2,1
590,0.04457487444383678,011e8_00590,2,2,0.001,0.586059805179679,2,1,16,2,3
2287,0.044586516413347384,011e8_02287,5,2,0.1,0.7481973713577156,1,1,32,3,2
1197,0.04461414576179189,011e8_01197,3,2,0.01,0.8712857626056651,1,1,128,3,1
2195,0.0446416957951363,011e8_02195,5,2,0.1,0.37867175222132965,1,1,16,1,3
1759,0.04471650056014702,011e8_01759,3,2,0.001,0.7768120181105197,2,2,16,1,2
309,0.04473260047798056,011e8_00309,2,2,0.1,0.11116997140323354,1,4,64,1,1
592,0.044811740367740396,011e8_00592,2,2,0.001,0.24636789300212963,2,1,32,2,2
1188,0.04483214394332369,011e8_01188,3,2,0.01,0.7329760584184818,1,1,16,3,1
1327,0.04486344634288059,011e8_01327,3,2,0.01,0.45108216515523525,1,2,32,3,2
1285,0.04487092376889643,011e8_01285,3,2,0.01,0.1987403956281778,1,2,64,2,2
896,0.04491605872028735,011e8_00896,2,2,0.1,0.10771643487429393,2,4,64,2,3
1757,0.044922924094544,011e8_01757,3,2,0.001,0.6105087021342619,2,2,8,1,3
1458,0.04492659193783935,011e8_01458,3,2,0.01,0.8896352510072869,1,4,16,3,1
1298,0.04495150980057053,011e8_01298,3,2,0.1,0.8419904753907146,1,2,32,2,3
1462,0.04495844111045347,011e8_01462,3,2,0.01,0.17261915851758625,1,4,32,3,2
760,0.04498004800230978,011e8_00760,2,2,0.1,0.2704943169650005,2,2,64,2,2
2232,0.04500746869579979,011e8_02232,5,2,0.01,0.29771166989639514,1,1,128,2,1
1236,0.04502140319386052,011e8_01236,3,2,0.01,0.7619124486897979,1,2,32,1,1
328,0.04505423345967495,011e8_00328,2,2,0.001,0.5367212183458155,1,4,128,2,2
1521,0.045063032845929524,011e8_01521,3,2,0.1,0.5763285455828594,1,8,32,1,1
313,0.04510129527023597,011e8_00313,2,2,0.1,0.28976409766660005,1,4,128,1,2
1642,0.045128359741305184,011e8_01642,3,2,0.01,0.3343034016147518,2,1,32,1,2
1273,0.04525818411433075,011e8_01273,3,2,0.001,0.8761250384070033,1,2,128,2,2
1417,0.04528944721468778,011e8_01417,3,2,0.01,0.2768915806462642,1,4,32,2,2
1111,0.04534860539179824,011e8_01111,3,2,0.1,0.5753710078932724,1,1,8,1,2
1099,0.0454205113398548,011e8_01099,3,2,0.01,0.6120536627369499,1,1,16,1,2
260,0.04545475662301239,011e8_00260,2,2,0.1,0.8683896451865387,1,2,16,3,3
558,0.0454615608488778,011e8_00558,2,2,0.01,0.22549521889345564,2,1,16,1,1
2020,0.04546650855835286,011e8_02020,3,2,0.1,0.19413668253596603,2,4,64,3,2
1468,0.045472787322617045,011e8_01468,3,2,0.01,0.12091141561722969,1,4,128,3,2
625,0.04548300677733972,011e8_00625,2,2,0.1,0.603628823235265,2,1,64,2,2
1423,0.04552543150042614,011e8_01423,3,2,0.01,0.7056147933231143,1,4,128,2,2
1808,0.04552650257501667,011e8_01808,3,2,0.001,0.32712198488072697,2,2,32,2,3
2162,0.0455428764351452,011e8_02162,5,2,0.001,0.19968486844954061,1,1,8,1,3
2144,0.045681785021606074,011e8_02144,3,2,0.01,0.4018491573162225,2,8,128,3,3
253,0.04569173073046576,011e8_00253,2,2,0.01,0.778291438226426,1,2,128,3,2
1390,0.04572197313906316,011e8_01390,3,2,0.1,0.3735964627790559,1,4,64,1,2
1665,0.04581921211324906,011e8_01665,3,2,0.001,0.6947003987697437,2,1,8,2,1
2192,0.04595739468899337,011e8_02192,5,2,0.1,0.2523238408426865,1,1,8,1,3
1369,0.0460398668932023,011e8_01369,3,2,0.01,0.5186814030547117,1,4,16,1,2
2239,0.04605852616434813,011e8_02239,5,2,0.1,0.4336025381717131,1,1,16,2,2
2279,0.04606190392741071,011e8_02279,5,2,0.01,0.8859946709268476,1,1,128,3,3
2245,0.04606278724956516,011e8_02245,5,2,0.1,0.5880181507927588,1,1,64,2,2
2109,0.046067504871326805,011e8_02109,3,2,0.1,0.49332025363233867,2,8,64,2,1
2236,0.04613311151496448,011e8_02236,5,2,0.1,0.45112806061081745,1,1,8,2,2
2242,0.04616004426885885,011e8_02242,5,2,0.1,0.4288365026508989,1,1,32,2,2
1523,0.04616072693958093,011e8_01523,3,2,0.1,0.45935271746780126,1,8,32,1,3
1676,0.0461740470064134,011e8_01676,3,2,0.001,0.8703225355929692,2,1,64,2,3
1675,0.04620747764201802,011e8_01675,3,2,0.001,0.20545959339185355,2,1,64,2,2
2237,0.046281505246033375,011e8_02237,5,2,0.1,0.7897172570619801,1,1,8,2,3
2277,0.04634586175674361,011e8_02277,5,2,0.01,0.4682980703322649,1,1,128,3,1
1186,0.04637326601883669,011e8_01186,3,2,0.01,0.243534619481715,1,1,8,3,2
1198,0.046446479452071546,011e8_01198,3,2,0.01,0.6739016023185554,1,1,128,3,2
1692,0.04645354544313747,011e8_01692,3,2,0.01,0.1332003729921139,2,1,128,2,1
2250,0.04648163001635325,011e8_02250,5,2,0.001,0.8596503396888239,1,1,8,3,1
1288,0.046514473527536876,011e8_01288,3,2,0.01,0.7234778835722404,1,2,128,2,2
2189,0.04657438827460086,011e8_02189,5,2,0.01,0.2829602002217504,1,1,128,1,3
2007,0.046674040272338055,011e8_02007,3,2,0.01,0.11544617685917782,2,4,128,3,1
2226,0.04672016865756585,011e8_02226,5,2,0.01,0.7839427529558773,1,1,32,2,1
2322,0.04673519456781635,011e8_02322,5,2,0.01,0.10344863306909904,1,2,128,1,1
2194,0.04689363848021066,011e8_02194,5,2,0.1,0.8145544100582445,1,1,16,1,2
1153,0.04692599650176004,011e8_01153,3,2,0.01,0.34732237770532964,1,1,128,2,2
1522,0.04694490026955498,011e8_01522,3,2,0.1,0.8231472015146631,1,8,32,1,2
2206,0.04706535004692306,011e8_02206,5,2,0.001,0.645251652865966,1,1,8,2,2
2229,0.04709061910588426,011e8_02229,5,2,0.01,0.12926091622290123,1,1,64,2,1
2271,0.04709135540046245,011e8_02271,5,2,0.01,0.898306068135425,1,1,32,3,1
2280,0.047115765858302995,011e8_02280,5,2,0.1,0.30700891251861206,1,1,8,3,1
2235,0.04720349971363113,011e8_02235,5,2,0.1,0.5452256026455148,1,1,8,2,1
2323,0.04723333794907845,011e8_02323,5,2,0.01,0.5923253239595891,1,2,128,1,2
117,0.04727588272682075,011e8_00117,2,2,0.01,0.11320878749311492,1,1,128,3,1
2223,0.04747122935550729,011e8_02223,5,2,0.01,0.4326143654466609,1,1,16,2,1
2324,0.04748212861794227,011e8_02324,5,2,0.01,0.2947790178956219,1,2,128,1,3
1189,0.04754059665404944,011e8_01189,3,2,0.01,0.25283429757516257,1,1,16,3,2
2228,0.04762089520606463,011e8_02228,5,2,0.01,0.669616662581544,1,1,32,2,3
639,0.047628916675053874,011e8_00639,2,2,0.001,0.8277878401582324,2,1,64,3,1
1255,0.04765610364447892,011e8_01255,3,2,0.1,0.49190153177224727,1,2,64,1,2
2295,0.04767638711673501,011e8_02295,5,2,0.001,0.18248170120492696,1,2,8,1,1
174,0.04772252869758858,011e8_00174,2,2,0.1,0.2711662602723702,1,2,64,1,1
2262,0.04773008152970617,011e8_02262,5,2,0.001,0.42781220660972197,1,1,128,3,1
2009,0.04774121335341885,011e8_02009,3,2,0.01,0.2158828560505934,2,4,128,3,3
1338,0.04776099107947194,011e8_01338,3,2,0.1,0.4756887414264668,1,2,16,3,1
2281,0.04787892752916793,011e8_02281,5,2,0.1,0.8068153915792572,1,1,8,3,2
2274,0.04789179736119477,011e8_02274,5,2,0.01,0.6057590599314632,1,1,64,3,1
37,0.04790189211256147,011e8_00037,2,2,0.1,0.813026918171892,1,1,32,1,2
2321,0.04804697284451189,011e8_02321,5,2,0.01,0.30708538850028966,1,2,64,1,3
2304,0.048086668415368405,011e8_02304,5,2,0.001,0.3156139006341294,1,2,64,1,1
1679,0.04811456546271904,011e8_01679,3,2,0.001,0.666781355027316,2,1,128,2,3
1528,0.04819539396975709,011e8_01528,3,2,0.1,0.12050397539997562,1,8,128,1,2
